WKT,name,description
"POLYGON ((110.3474257 -7.7436776, 110.3410742 -7.7484403, 110.3318045 -7.7763348, 110.3300879 -7.7998056, 110.3249381 -7.800826, 110.3228781 -7.820554, 110.3256247 -7.8225947, 110.3372977 -7.825996, 110.357897 -7.828717, 110.357897 -7.8341589, 110.3781531 -7.8361996, 110.3881094 -7.8344991, 110.3925726 -7.8375601, 110.4056189 -7.83722, 110.4069922 -7.8290571, 110.4109404 -7.8215744, 110.4097388 -7.8142615, 110.4107687 -7.7914719, 110.4162619 -7.7826278, 110.4299948 -7.7826278, 110.4313681 -7.76664, 110.422785 -7.7642587, 110.4006407 -7.7579655, 110.3893111 -7.7598364, 110.3851912 -7.7560945, 110.3776381 -7.7518422, 110.3721449 -7.7518422, 110.3474257 -7.7436776))",YOGYAKARTA,
